sample_id,id,text,label,n_tokens,n_chars,source_split,source_index,notes,label_source,source_file,candidate_group
ft_215,ts_000065,"The kitten was scared and cold. Lily said, ""Don't be scared, little kitten. I will take you to my sweet home."" So, Lily took the kitten inside, and they all lived happily together.",positive,43,180,train,6036,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_216,ts_000158,An hour later one of the doctors noticed Frank and told him to hop away. So he zoomed away from the hospital and flew back home. Frank was happy to be safe in his home and he soon forgot about the scary hospital with all the x-rays.,positive,52,232,train,7753,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_217,ts_000188,"The results of their hard work were amazing! Grandpa smiled and said, ""You two did a great job helping to restore this pond. It looks wonderful.""",positive,32,148,train,8330,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_218,ts_000121,"She decided to grab the pen that was on it and run away. Suddenly, her dad saw her and yelled ""What do you think you are doing in my office?"" Jackie was so embarrassed, she quickly put the pen back and ran out of the room. She was never supposed to go into her dad's office ever again!",negative,66,285,train,17145,keywords=never;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_219,ts_000281,"Amy and Tom were sad as they looked at their wet leaf pile. They wished they could play in the dry leaves again, but they knew they couldn't because of the rain. So, they went home and waited for the sun to come back another day.",negative,51,229,train,9702,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_220,ts_000122,The judges loved his dish and gave him a big trophy! Timmy was so happy and couldn't stop smiling. He went home and told his dad all about his exciting day.,positive,34,156,train,7110,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_221,ts_000206,"The operation went very well and after a few days, Felix and his mom were back home together. His mom gave him the biggest hug and thanked him for all his help. Thanks to his bubbly soaps, the operation was a success!",positive,47,217,train,8578,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_222,ts_000069,"He had been too excited to resist the sweet temptation and now his most delicious surprise had been ruined. No matter how hard he tried, he couldn't rescue his prize. He laid his head down sadly, knowing his tasty treat was gone forever.",negative,48,237,train,11528,keywords=gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_223,ts_000032,"Tom's mouth was burning, and he started to cry. His mom tried to help him, but the soup was still too spicy. Tom learned that too much pepper can make food taste bad.",negative,38,166,train,8114,keywords=cry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_224,ts_000091,"However, Joe never healed. In the end, Joe got worse and died. The moral of the story is to never ignore your hunger but to always eat healthy foods that can heal.",negative,37,163,train,6444,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_225,ts_000090,"I hope you are successful."" Molly climbed up the tree but slipped and fell. She broke her arm and was taken to the hospital. She was not successful and the bird felt sad.",negative,38,170,train,6433,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_226,ts_000166,"Lily's mommy tried to push her out of the way, but it was too late. Lily got hit by the car and didn't wake up. Her mommy cried and wished she had bought the toy for Lily.",negative,41,171,train,21897,keywords=cried,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_227,ts_000017,"She said she still wanted to play with the ball, but she would cover her bear with her jacket next time. She said she hoped the dog would not hurt her bear. She said she missed him very much.",negative,43,191,train,6826,keywords=hurt|would not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_228,ts_000118,Timmy's mom was very sad. She knew that Timmy was in a distant place now and would never come back. She missed him very much and wished that he had never shaken that tree.,negative,37,171,train,16540,keywords=sad|never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_229,ts_000197,"He told them, ""If you ever feel scared or sad, put on this mask, and everything will be alright."" The old man gave the kids the mask. They thanked him and ran off to play. From then on, anytime the kids felt scared or sad, they would take out the old man's mask and it would make them feel safe and brave.",positive,73,305,train,24576,keywords=sad|scared;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_230,ts_000035,"The monster was so big, he could not find the boy. The boy laughed and said, ""You lose!"" The monster felt sad because he had lost the game. He looked at the little boy and said, ""Don't worry, I found a lot of screws today so let's share them and eat together."" The little boy was happy and said, ""Thank you, fierce monster!""",positive,80,324,train,8543,keywords=sad|lost|could not;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_231,ts_000208,"You can't chew anything there, okay?"" Max barked and wagged his tail. They went to the party and had a lot of fun. Max did not chew anything, and Sue was very proud of him.",positive,42,172,train,8616,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_232,ts_000092,"Mummy looked relieved and hugged Sarah tight. It turns out that Mummy was searching for the candle in the shed in case of an emergency. Now, Sarah and Mummy know never to be afraid since Sarah was brave enough to find Mummy in the shed.",positive,49,236,train,6474,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_233,ts_000108,"Rosie was so happy and enjoyed the carrot so much that she realized it's okay to ask for what you want. She learned that it's important to speak up and not be shy. From that day on, Rosie wasn't afraid to ask for things she wanted and she made many more friends.",positive,56,262,train,15115,keywords=afraid,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_234,ts_000146,"The bird flew down into the hole, grabbed Pipsqueak with its beak and flew it back to safety. Pipsqueak thanked the bird deeply and was relieved to have its eraser back in its hands. From then on, Pipsqueak remembered to stay away from deep holes, so as not to regret its decision again!",positive,59,287,train,7579,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_235,ts_000293,But she eventually said goodbye to the house and continued on her journey. The forest was full of surprises and Emma enjoyed every minute of her adventure. She was so happy to find such amazing textures and she couldn't wait to come back and explore again.,positive,49,256,train,9921,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_236,ts_000296,"He worked quickly, and before long the wall was sturdy once again. Jim was glad they had taken care of the wall before it collapsed. He learned that counting can help you find and fix the things that are dangerous and frail.",positive,46,224,train,9952,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_237,ts_000163,The soldier agreed and soon the soldiers and the scientists became friends. They talked for hours about all sorts of interesting things. The soldier realized that he had found something far more interesting than he had expected when he stood at the barracks earlier.,positive,47,266,train,7828,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_238,ts_000282,"They knew they would play together again soon. Mia went home, no longer feeling restless. She had a fun day with her friend, and now she was ready for bed.",positive,35,155,train,9715,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_239,ts_000020,"It's not real."" Lily felt silly for being scared of a fake snake. She laughed and played with her friends all day long. They had so much fun together!",positive,34,150,train,7126,keywords=scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_240,ts_000131,"Then, she found the potion again and drank it to make herself big again. She was happy to be her normal size and put on her favorite clothes. From that day on, Lily knew that even when things seemed scary, she could be brave and have fun.",positive,53,238,train,7303,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_241,ts_000187,"Her mom smiled and said they could make more boards to draw on together. From that day on, Lily and her mom made many boards and drew on them together. Lily never felt lonely again because she had her mom and her art to keep her company.",positive,51,237,train,23523,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_242,ts_000010,"But her mother told her sternly, ""No more removing your shoes and socks!"" Lulu was very sad and sniffled, but she reluctantly put her shoes and socks back on. As she put them back on, she remembered the moral that her mother had taught her. Lulu said, ""Sometimes it's okay to remove my shoes and socks and feel the sunshine, but I must be careful to not disobey my mother's rules."" So, Lulu promised to always obey her mother's rules and she happily skipped away with her toe-wiggling.",positive,105,485,train,6303,keywords=sad;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_243,ts_000104,"They all tried to help the frog, but the mosquito was too fast. The mosquito bit all the frog's friends too. In the end, the mosquito won and the frog and his friends were very sad.",negative,41,181,train,14646,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_244,ts_000189,"Suddenly, the gun went off and the gifted boy was hurt. He was rushed to the hospital, but the doctors were unable to save him. The gifted boy had passed away.",negative,36,159,train,23660,keywords=hospital|hurt,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_245,ts_000006,"Timmy felt bad for what he did and realized that fighting is not the right thing to do. He learned that it's important to share and be kind to others. From that day on, Timmy made sure to always share his toys and never fight with his friends again.",positive,53,249,train,5742,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_246,ts_000014,The little boy was so tired from playing all day that he fell asleep right away. He dreamt about the beach and the crab. He woke up happy and ready to play again.,positive,36,162,train,6775,keywords=fell,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_247,ts_000123,"They feel sad and sorry. They ruined their picture. They say, ""Oh no, oh no, oh no!""",negative,25,84,train,7159,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_248,ts_000048,"She felt sad and wished she had taken the time to polish her camera lens before taking pictures. The moral of the story is that sometimes, it's important to be patient and take the time to do things right. Like polishing your camera lens before taking pictures.",negative,51,261,train,9579,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_249,ts_000021,"When the cake was ready, Jimmy smiled and took it out of the stove. It smelled delicious. Now Jimmy had a yummy cake to eat!",positive,29,124,train,5318,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_250,ts_000067,They both went to the kitchen and enjoyed their delicious fruits. Lily felt happy and proud of herself for helping her mom. She knew she was a big girl now and could do many things on her own.,positive,41,192,train,6087,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_251,ts_000167,"They even made the biggest mess, but their fur was still so fluffy and soft. In the end, Bear and Mouse were so full that they could barely move. They quickly fell asleep in their bedroom and dreamt about the next day's cooking adventure.",positive,49,238,train,22031,keywords=fell,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_252,ts_000156,They had to tell the store man what happened. The store man was not happy either. Tim and his mom had to pay for the broken jar of yogurt and go home without any yogurt.,negative,38,169,train,20949,keywords=broken,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_253,ts_000149,"The mouse was sad but she learned an important lesson about treasure. She realized that it wasn't right to try to hold things that don't belong to her. In the end, it's better to leave it alone and let it be.",positive,45,208,train,20613,keywords=sad|alone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_254,ts_000210,The children were so happy to see the train full of toys. They played with the toys and had lots of fun. The bossy train learned that being nice and working together is better than being bossy.,positive,40,193,train,8645,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_255,ts_000074,"I like being lazy on my leaf."" The small fish swam away, sad that Lily didn't want to play. In the end, Lily stayed lazy on her leaf, watching the world go by. She liked her simple, lazy life, and that was okay.",positive,53,211,train,6225,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_256,ts_000036,They wished they had been kinder and happier. They wished they had not fought. They wished they could dance and play together.,negative,25,126,train,5644,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_257,ts_000178,"But later that day, she accidentally knocked over a vase and it broke into many pieces. Her mom was very angry and Lily felt very bad. She learned that it's important to play with toys that are meant for her and to be careful with things that are fragile.",negative,53,255,train,23163,keywords=broke,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_258,ts_000205,"She said that if the hunter ever needed help, he should just come and look for her. The hunter and the fairy became friends, and the hunter soon overcame his shyness. From that day forth, the hunter was always ready to help anyone in need.",positive,51,239,train,8577,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_259,ts_000121,"The light said, ""You're welcome, Tim. Have a good night!"" Tim went home with a big smile on his face. He couldn't wait to tell his mom and dad about the magic light and his zooming adventure.",positive,45,191,train,7088,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_260,ts_000249,"I have plenty of fun things to do here in the swamp. Come let me show you!"" The ducklings happily followed the frog and the whole swamp welcomed their new friends. The frog and the ducklings spent the day playing and exploring, understanding the beauty of the swamp and celebrating their new friendship.",positive,59,303,train,9191,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_261,ts_000106,"I've never seen a lion before. Maybe we can go on a safari and see more animals."" Lily felt better knowing that her daddy wasn't worried about the lion. She went to bed that night dreaming of all the animals she would see on her safari with her famous daddy.",positive,55,258,train,6789,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_262,ts_000084,"Timmy's mom took him to the dentist, who gently wiggled the tooth until it came out. Timmy was surprised that it didn't hurt at all! The moral of the story is that it's okay to be anxious about something, but there are always people who can help you solve the problem.",positive,56,268,train,13377,keywords=hurt,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_263,ts_000061,"In the end, the bird flew away with Zero and Tiny. They never got to play together again. Zero learned that being weird can be dangerous, and he wished he could go back to being with his friends.",negative,43,195,train,10534,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_264,ts_000037,"He was so relieved to have found his book! From then on, Tom never felt nervous when visiting the library. He knew that if he ever got lost, the librarians would help him find what he was looking for.",positive,44,200,train,8711,keywords=lost|never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_265,ts_000228,"It was so much fun compared to the boring ground below. Sarah was so happy that she decided to give her grandparent's backyard a second chance and found lots of other fun games to play. Eventually, she was able to explore the backyard and all its surprises.",positive,51,257,train,8827,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_266,ts_000151,"It wobbled and then crashed down on Lily, Ben and Tom. The blocks hit them hard and made them cry. The end.",negative,26,107,train,20762,keywords=cry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_267,ts_000171,"The small gorilla was too scared to move. The bigger gorilla picked up the small gorilla and counted to three. Then, sadly, the bigger gorilla threw the small gorilla away and the small gorilla was never seen again.",negative,43,215,train,22702,keywords=never|scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_268,ts_000110,"The little birdie was very happy to be rescued by its parent. It chirped and sang a happy song. From then on, it knew that its parent would always be there to help and protect it.",positive,40,179,train,6856,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_269,ts_000124,The police caught the crocodile and the monkey. The crocodile and the monkey were very sad. They knew they did a bad thing.,negative,26,123,train,17837,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_270,ts_000062,She was so glad to see it again! Tommy had found the box on the ground and had taken it home to keep it safe. Lily thanked Tommy and they played together happily ever after.,positive,38,173,train,5971,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_271,ts_000021,"Lily tried to save Mittens, but it was too late. Mittens passed away and Lily felt very sorry for not forgiving him. From that day on, Lily learned that it's important to forgive and love the ones we care about, because we never know when it might be too late.",negative,56,260,train,7203,keywords=never|sorry,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_272,ts_000198,"But when the girl's father heard what happened, he decided to punish them both. He said, ""You two must go back to the beach and find different shells for yourselves, and never return here again!"" Max and Sam had no other choice but to obey his orders. In the end, they both learned an important lesson about never disobeying their elders and followed their gifted leader's advice from that day onwards.",negative,81,402,train,24679,keywords=never;too_long,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_273,ts_000075,"But when the child wanted to leave the forest with the animal, a big hunter jumped out of the bushes. He said, ""I will make this animal my dinner!"" The animal was so scared and ran away as fast as it could. The child was very sad and never saw the green animal again.",negative,62,267,train,11769,keywords=sad|never|scared,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_274,ts_000165,"Timmy was sad, but his friend Bobby told him that he could borrow his basketball anytime he wanted. Timmy was happy that Bobby was so kind to him. Timmy learned that it's better to have a good friend who will tell you the truth than to buy something cheap that might not be good.",positive,58,279,train,21828,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_275,ts_000007,"You need to make sure that it can protect all the plants from the sun!"" And so, with her mom's help, Penny got to work creating the perfect shade for the garden. When it was all done, everyone was so impressed! It was a perfect addition to the garden, and most importantly, it provided just the right amount of shade.",positive,70,317,train,5103,too_long,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_276,ts_000129,"He tried to find the bad person, but he was gone. In the end, the old man never got his chest back. He learned that sometimes bad people do bad things, and it's important to be careful and keep your things safe.",negative,48,211,train,18433,keywords=never|gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_277,ts_000125,"You have such a green thumb!"" Lily felt proud and happy that her flowers made her mom smile. She hugged Pepper and said, ""I love you, Pepper. Let's play some more!""",positive,40,164,train,7212,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_278,ts_000080,They wished they had never been curious about the candy truck. They did not know where the man was taking them or what he would do to them. They had a bad ending.,negative,36,162,train,12603,keywords=bad ending|never|did not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_279,ts_000025,"But then, a big storm came and the wind blew all the hay away. Jack was very sad because he had worked so hard and now his hay was gone. He looked at the empty field and didn't know what to do.",negative,46,193,train,7513,keywords=sad|gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_280,ts_000246,He opened the bottle and used the ink to make a beautiful picture for his friend. The bird was very happy and his friend was very pleased with the special present. The end!,positive,36,172,train,9180,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_281,ts_000207,"They had so much fun. At the end of the day, they were both very tired, but they had a great time. They became good friends, and they played with the thread every day.",positive,40,167,train,8610,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_282,ts_000188,They thanked the kind man and watched a show together. The theater was no longer old and broken. It was new and beautiful again.,positive,27,128,train,23536,keywords=broken,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_283,ts_000052,"Would you like to come and help?â€ Polly smiled and knew the pick had brought her luck. She said, â€œYes, of course I can help!â€ Since that day, Polly has gone to the pick garden every day. She takes good care of it and still enjoys her shiny pick.",positive,60,249,train,10062,keywords=gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_284,ts_000096,"Sadly, Timmy died that day. The moral of the story is that it's important to always ask for help when we need it. We should never be afraid to ask for help, especially when it comes to our safety.",negative,44,196,train,14161,keywords=never|afraid,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_285,ts_000058,But then Lily's mom told her some bad news. Sarah had to go away and wouldn't be coming back to teach Lily anymore. Lily was very sad and didn't know what to do without her amazing tutor.,negative,40,187,train,10321,keywords=sad,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_286,ts_000138,"She noticed that her skin did not feel hot and itchy like it usually did. Mia was happy that she had used the lotion. She learned that it is important to listen to her mom and that some things, like the harmless lotion, can help keep her safe and happy.",positive,55,253,train,19612,keywords=did not,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_287,ts_000194,"The old man was so happy. He thanked the mouse for finding him the shiny coin. Then, he went back to his nap and fell asleep, with a big smile on his face.",positive,38,155,train,24147,keywords=fell,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_288,ts_000112,"Lily giggled and said, ""Teddy, you're so silly!"" After a few minutes, Teddy's arm was fixed and he was as good as new. Lily was so happy and said, ""Thank you, mommy. You're so dependable.""",positive,48,188,train,6886,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_289,ts_000043,"â€œYou did it!"" They cheered. The young girl was proud of herself and gave the medal a big hug. From that day forward, she never stopped believing in herself.",positive,36,158,train,9213,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_290,ts_000182,"The parrot said bye-bye and thanked them for playing with it. Lily and Ben waved to the parrot and ran back to their parents. They told them about their new friend, the smooth and pretty parrot.",positive,42,194,train,8226,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_291,ts_000269,She tells Tim and Mia that they can play with the blanket. She joins them in the tent. They tell stories and laugh.,positive,26,115,train,9474,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_292,ts_000030,It was made of the most sparkly ice that Jack had ever seen. He was so excited! He went back home dreaming of the icy star and all the adventures he could have.,positive,36,160,train,5458,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_293,ts_000223,"The man spoiled the pup by squeezing it too hard. The pup lay in his hands, still and quiet. The story ends sadly when the man realised that he had spoiled the pup and it was not moving anymore.",negative,43,194,train,8796,negative_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_294,ts_000009,"Annie smiled. Her troubles had gone away. From that day on, she visited the museum often, searching for more special surprises.",positive,26,127,train,5107,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_295,ts_000162,"The bomb exploded and the mouse was hurt. The mouse couldn't move anymore and was very sad. From that day on, the mouse learned to be careful when it found strange buttons.",negative,36,172,train,21269,keywords=sad|hurt,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_296,ts_000107,"Anna was so happy! From then on, Anna always kept the drawer open so her new friends could come and go whenever they wanted. And the kitchen was never gloomy anymore.",positive,35,166,train,15000,keywords=never,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_297,ts_000038,"You are a sneaky magician!"" Tom and Anna giggled and hugged. They put the coins back in the jar and decided to play another game. They had fun with their coins and their magic.",positive,39,176,train,5659,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
ft_298,ts_000039,"After a while, the candle burned out and Lily's mom put it away in the drawer. Lily was happy that the candle was gone because she loved her drawings and didn't want them to burn. From that day on, she always remembered to be calm and stay away from burning things.",positive,56,265,train,8968,keywords=gone,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_299,ts_000179,"Lily and her friends were so happy that they found their toys. They hugged each other and played together until the sun went down. From then on, they always remembered to bring a light with them when they played outside, just in case they lost something again.",positive,52,260,train,23190,keywords=lost,assistant_manual_review_negative_candidate,finetune_negative_candidates.csv,negative_focused
ft_300,ts_000256,"The little boy tried to point to the fish, but it swam away too fast. The mommy said they could come back tomorrow and try again. The little boy was very happy and couldn't wait to see the big fish again.",positive,45,204,train,9311,positive_ending,assistant_manual_review_general_candidate,finetune_annotation_candidates(1).csv,general
